sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
CJSGJW,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIN SUO <BR/>GU JING WAN</SPAN>",Vitalité de l'homme,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien. Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Filets de lotus (Lian xu, N. nucifera) 500 mg, Graines de Lotus (Lian zi, N. nucifera) 2000 mg, Astragale Racines (Huang qi, A. membranaceus) 500 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229885/3665346307755_Jin_suo_gu_jing_wan_5b1f16d560.png,金锁固精丸,#2B4A52,COMPOSITION POUR 6 GÉLULES (3 g),long,107725A,Gélule,
CJSGJWCP,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIN SUO <BR/>GU JING WAN</SPAN>",Vitalité de l'homme,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien. Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Filets de lotus (Lian xu, N. nucifera) 1000 mg, Graines de Lotus (Lian zi, N. nucifera) 4000 mg, Astragale Racines (Huang qi, A. membranaceus) 1000 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229885/3665346307731_Jin_suo_gu_jing_wan_100cp_83c0f180c1.png,金锁固精丸,#2B4A52,COMPOSITION POUR 6 GRAMMES,long,107725A,Poudre,
CJFBDS,JING FANG BAI DU SAN,Détoxifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant ou de traitement contre le diabète. L'usage prolongé peut irriter l'estomac. Ne pas utiliser plus de 6 semaines sans avis médical. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre l’hypertension.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Buplèvre (Chai hu, B. chinense) 352 mg, Angélique biserrate (Du huo, A. pubescens) 352 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 352 mg, Poria (Fu ling, P. cocos) 352 mg, Herbe à chat du Japon (Jing jie sui, S. tenuifolia) 352 mg, Silère (Fang feng, S. divaricata) 352 mg, Racines de Platycodon (Jie geng, P. grandiflorus) 352 mg, Livèche striée (Chuan xiong, L. striatum) 352 mg, Réglisse (Gan cao, G. uralensis) 185 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229790/3665346307854_Jing_fang_bai_du_san_30711a2319.png,荆防败毒散,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,107825A,Gélule,
CJFBDSCP,JING FANG BAI DU SAN,Détoxifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant ou de traitement contre le diabète. L'usage prolongé peut irriter l'estomac. Ne pas utiliser plus de 6 semaines sans avis médical. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre l’hypertension.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Buplèvre (Chai hu, B. chinense) 704 mg, Angélique biserrate (Du huo, A. pubescens) 704 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 704 mg, Poria (Fu ling, P. cocos) 704 mg, Herbe à chat du Japon (Jing jie sui, S. tenuifolia) 704 mg, Silère (Fang feng, S. divaricata) 704 mg, Racines de Platycodon (Jie geng, P. grandiflorus) 704 mg, Livèche striée (Chuan xiong, L. striatum) 704 mg, Réglisse (Gan cao, G. uralensis) 370 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229790/3665346307830_Jing_fang_bai_du_san_100cp_5997506ade.png,荆防败毒散,#778A76,COMPOSITION POUR 6 GRAMMES,long,107825A,Poudre,
CJZTW,JING ZHUI TONG WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Armoise commune (Yu yi cao, A. vulgaris) 540 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 450 mg, Racines de Kudzu (Ge gen, P. montana) 400 mg, Livèche striée (Chuan xiong, L. striatum) 400 mg, Angélique chinoise (Dang gui, A. sinensis) 400 mg, Angélique dahurienne (Bai zhi, A. dahurica) 360 mg, Encens (Ru xiang, B. serrata) 220 mg, Myrrhe (Mo yao, C. myrrha) 220 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229728/3665346307953_Jing_zhui_tong_wan_39be692f87.png,颈椎痛丸,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),long,107925A,Gélule,
CJZTWCP,JING ZHUI TONG WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Armoise commune (Yu yi cao, A. vulgaris) 1080 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 900 mg, Racines de Kudzu (Ge gen, P. montana) 800 mg, Livèche striée (Chuan xiong, L. striatum) 800 mg, Angélique chinoise (Dang gui, A. sinensis) 800 mg, Angélique dahurienne (Bai zhi, A. dahurica) 720 mg, Encens (Ru xiang, B. serrata) 440 mg, Myrrhe (Mo yao, C. myrrha) 440 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229728/3665346307939_Jing_zhui_tong_wan_100cp_e19a8a6044.png,颈椎痛丸,#B74938,COMPOSITION POUR 6 GRAMMES,long,107925A,Poudre,
CKCW,KE CHUAN WAN,Confort respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. L'usage prolongé peut irriter l'estomac.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Racines de Platycodon (Jie geng, P. grandiflorus) 517 mg, Herbe à chat du Japon (Jing jie sui, S. tenuifolia) 517 mg, Graines de Pérille (Zi su zi, P. frutescens) 517 mg, Graines de l’herbe de sainte Sophie (Ting li zi, D. sophia) 517 mg, Silère (Fang feng, S. divaricata) 466 mg, Écorce de Mûrier (Sang bai pi, M. alba) 466 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229672/3665346308059_Ke_chuan_wan_9d3d590f6f.png,咳喘丸,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,108025A,Gélule,
CKCWCP,KE CHUAN WAN,Confort respiratoire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. L'usage prolongé peut irriter l'estomac.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Racines de Platycodon (Jie geng, P. grandiflorus) 1034 mg, Herbe à chat du Japon (Jing jie sui, S. tenuifolia) 1034 mg, Graines de Pérille (Zi su zi, P. frutescens) 1034 mg, Graines de l’herbe de sainte Sophie (Ting li zi, D. sophia) 1034 mg, Silère (Fang feng, S. divaricata) 932 mg, Écorce de Mûrier (Sang bai pi, M. alba) 932 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229672/3665346308035_Ke_chuan_wan_100cp_121c6ddfdb.png,咳喘丸,#778A76,COMPOSITION POUR 6 GRAMMES,long,108025A,Poudre,
CLSPSW,LI SHUI <BR/>PAI SHI WAN,Confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Herbe de lysimachia (Jin qian cao, L. vulgaris) 900 mg, Liane de chèvrefeuille du Japon (Ren dong teng, L. japonica) 600 mg, Oeillet superbe (Qu mai, D. caryophyllus) 600 mg, Graines de plantain (Che qian zi, P. major) 600 mg, Réglisse (Gan cao, G. uralensis) 300 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229621/3665346308356_Li_shui_pai_shi_wan_a7f3963b8b.png,利水排石丸,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,108325A,Gélule,
CLSPSWCP,LI SHUI <BR/>PAI SHI WAN,Confort urinaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Herbe de lysimachia (Jin qian cao, L. vulgaris) 1800 mg, Liane de chèvrefeuille du Japon (Ren dong teng, L. japonica) 1200 mg, Oeillet superbe (Qu mai, D. caryophyllus) 1200 mg, Graines de plantain (Che qian zi, P. major) 1200 mg, Réglisse (Gan cao, G. uralensis) 600 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229621/3665346308332_Li_shui_pai_shi_wan_100cp_a77ad7fbe5.png,利水排石丸,#778A76,COMPOSITION POUR 6 GRAMMES,long,108325A,Poudre,
CLHQWJN,LIAN HUA QING WEN JIAO NANG,Détoxifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas de reflux gastro-oesophagien, d’ulcère gastro-duodénal, de gastrite ou de troubles biliaires (calculs biliaires) et /ou hépatiques et aux personnes allergique au menthol.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Fruits de Cloches dorées (Lian qiao, F. suspensa) 333 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 333 mg, Herbe au curé (Yu xing cao, H. cordata) 333 mg, Grand indigo (Ban lan gen, I. tinctoria) 333 mg, Chèvrefeuille du Japon (Jin yin hua, L. japonica) 333 mg, Menthe poivrée (Bo he, M. piperita) 333 mg, Patchouli (Guang huo xiang, P. cablin) 333 mg, Amande d’abricot (Xing ren, P. armeniaca) 333 mg, Rhodiola (Hong jing tian, R. rosea) 333 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752229556/3665346000052_lian_hua_qing_wen_jiao_nang_50_GL_9f8fbdaa76.png,莲花清瘟胶囊,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),court,100025A,Gélule,
